,filename,dimensionality,noise,snr,cnr,psnr,ssim,mi,reflection_err,EVR,msk_vol,spc0,spc1,spc2,org0,org1,org2,dimx,dimy,dimz,dimt,slice,modality,mriseries,mrimfg,mrimodel,mriMagneticFieldStrength,mriSAR,mriPixelBandwidth,mriPixelBandwidthPE,dti_bvalueMax,dti_bvecnorm,ol_loop,ol_lof,ol_lof_decision
34,NNL_1001-0341_run-001_perf_000,4,0.027521534,6.095132,5.376115,23.345980644226078,0.8731220040491016,-0.8655197044826696,0.03186238,0.45703125,2560893.75,1.875,1.875,4.0,-120.0,103.98846435546876,-18.40127944946289,99,112,36,25,0,perf,,Siemens,Prisma_fit,3,0.717105,2440,,,,0.2926431076331088,0.01327866122691008,0.0
35,NNL_1001-0342_run-001_perf_000,4,0.024577346,6.131355,5.3237715,23.90697479248047,0.8509495779533364,-0.7549822038836151,0.033089455,0.509765625,1878918.75,1.875,1.875,4.0,-124.06781005859376,98.125,-26.61016845703125,98,116,36,25,0,perf,,Siemens,Prisma_fit,3,0.630562,2440,,,,0.15242102457438328,0.03494873950710844,0.0
36,NNL_1001-0343_run-001_perf_000,4,0.029389227,6.640049,5.9322414,24.22130584716797,0.8864084569426058,-0.8810858845263435,0.024588134,0.40234375,2208825.0,1.875,1.875,4.0,-126.3375244140625,106.2606201171875,-14.347824096679688,96,121,36,25,0,perf,,Siemens,Prisma_fit,3,0.540934,2440,,,,0.07993482776047002,0.007281098986668696,0.0
37,NNL_1001-0345_run-001_perf_000,4,0.02939058,6.7424235,6.025807,21.654422283172607,0.7520030427005094,-0.7682087346737336,0.03464474,0.404296875,2341153.125,1.875,1.875,4.0,-125.4237060546875,102.19281005859376,-49.69669723510742,101,123,36,25,0,perf,,Siemens,Prisma_fit,3,0.460704,2440,,,,0.35401861168891297,0.02605646076946107,0.0
38,NNL_1001-0349_run-001_perf_000,4,0.037191376,7.2726984,6.609737,21.691761016845703,0.8254196139897406,-0.8180297424877175,0.037076097,0.431640625,2563635.9375,1.875,1.875,4.0,-125.53912353515624,104.2733154296875,-43.54929733276367,97,123,36,25,0,perf,,Siemens,Prisma_fit,3,0.443992,2440,,,,0.09847638044190103,0.012167835368533287,0.0
39,NNL_1001-0352_run-001_perf_000,4,0.025082197,7.4991636,6.87808,21.961994171142575,0.7324824450048351,-0.8649808431967928,0.02764512,0.42578125,2155443.75,1.875,1.875,4.0,-128.6356201171875,114.861083984375,-39.00726318359375,106,118,36,25,0,perf,,Siemens,Prisma_fit,3,0.536582,2440,,,,0.4082870484855313,0.07236456740712652,0.0
40,NNL_1001-0354_run-001_perf_000,4,0.027736308,6.4588704,5.675608,23.33531856536865,0.7952251678716861,-0.8254068653695217,0.01971967,0.501953125,2042971.875,1.875,1.875,4.0,-124.09088134765624,91.30657958984376,-84.25666046142578,105,121,36,25,0,perf,,Siemens,Prisma_fit,3,0.560921,2440,,,,0.29849716820204264,0.06965010205765892,0.0
41,NNL_1001-0355_run-001_perf_000,4,0.023697289,7.222436,6.5086884,23.678321838378903,0.8839271025746682,-0.8613931510629664,0.0335842,0.458984375,1930809.375,1.875,1.875,4.0,-120.0,113.71820068359376,-31.35593032836914,95,113,36,25,0,perf,,Siemens,Prisma_fit,3,0.483293,2440,,,,0.2875145983623892,0.024108923327250356,0.0
42,NNL_1001-0356_run-001_perf_000,4,0.028915273,7.4450903,6.7599664,23.24481964111328,0.8768744373957504,-0.8345959389471526,0.026826581,0.443359375,2189784.375,1.875,1.875,4.0,-120.5,108.50830078125,-48.305084228515625,105,120,36,25,0,perf,,Siemens,Prisma_fit,3,0.475599,2440,,,,0.0,0.03344511639294354,0.0
43,NNL_1001-0357_run-001_perf_000,4,0.033284526,7.2029724,6.465028,22.998878955841064,0.8587035097279676,-0.8675147331011284,0.02807374,0.38671875,2515373.4375,1.875,1.875,4.0,-120.0,98.125,-70.0,98,123,36,25,0,perf,,Siemens,Prisma_fit,3,0.469076,2440,,,,0.09890908050130633,0.03042527479424409,0.0
